TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	21/10/27
TIME	16:39:11
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	4119.0000
NPOINTS	4120
FIRSTY	443.97702
MAXY	479.52518
MINY	-270.33566
XYDATA
0.0000	443.977
1.0000	446.563
2.0000	445.618
3.0000	448.081
4.0000	453.591
5.0000	451.375
6.0000	448.353
7.0000	449.315
8.0000	452.157
9.0000	450.585
10.0000	450.589
11.0000	452.242
12.0000	447.644
13.0000	447.949
14.0000	443.983
15.0000	440.742
16.0000	444.797
17.0000	450.633
18.0000	448.85
19.0000	445.002
20.0000	445.756
21.0000	445.236
22.0000	448.408
23.0000	449.118
24.0000	447.426
25.0000	447.437
26.0000	446.807
27.0000	447.954
28.0000	445.615
29.0000	444.171
30.0000	446.721
31.0000	448.617
32.0000	451.468
33.0000	449.541
34.0000	440.037
35.0000	430.426
36.0000	421.312
37.0000	419.228
38.0000	422.535
39.0000	423.23
40.0000	424.9
41.0000	424.198
42.0000	422.229
43.0000	421.485
44.0000	424.281
45.0000	428.553
46.0000	428.522
47.0000	426.743
48.0000	421.775
49.0000	422.602
50.0000	428.531
51.0000	429.278
52.0000	426.13
53.0000	429.216
54.0000	442.198
55.0000	448.576
56.0000	423.487
57.0000	274.783
58.0000	-270.336
59.0000	-213.398
60.0000	-203.95
61.0000	302.684
62.0000	250.494
63.0000	213.8
64.0000	202.428
65.0000	202.641
66.0000	204.912
67.0000	204.621
68.0000	202.582
69.0000	201.817
70.0000	201.269
71.0000	203.398
72.0000	206.236
73.0000	205.287
74.0000	204.223
75.0000	205.326
76.0000	206.025
77.0000	208.246
78.0000	208.41
79.0000	207.375
80.0000	208.558
81.0000	207.516
82.0000	207.694
83.0000	208.12
84.0000	207.138
85.0000	206.337
86.0000	207.449
87.0000	207.87
88.0000	208.43
89.0000	211.784
90.0000	211.476
91.0000	210.052
92.0000	210.141
93.0000	210.749
94.0000	209.582
95.0000	209.407
96.0000	211.087
97.0000	211.813
98.0000	214.049
99.0000	213.68
100.0000	211.309
101.0000	211.368
102.0000	212.389
103.0000	212.932
104.0000	212.503
105.0000	212.332
106.0000	211.577
107.0000	211.865
108.0000	213.207
109.0000	213.804
110.0000	216.693
111.0000	215.828
112.0000	215.244
113.0000	215.802
114.0000	216.489
115.0000	218.092
116.0000	217.376
117.0000	217.323
118.0000	215.879
119.0000	215.682
120.0000	218.697
121.0000	219.774
122.0000	220.105
123.0000	220.541
124.0000	219.97
125.0000	220.948
126.0000	220.662
127.0000	217.923
128.0000	220.023
129.0000	223.327
130.0000	221.388
131.0000	222.265
132.0000	224.255
133.0000	222.663
134.0000	220.874
135.0000	222.448
136.0000	222.101
137.0000	222.523
138.0000	226.495
139.0000	224.012
140.0000	221.883
141.0000	224.331
142.0000	226.098
143.0000	227.457
144.0000	226.124
145.0000	226.116
146.0000	224.698
147.0000	222.63
148.0000	223.801
149.0000	226.849
150.0000	228.231
151.0000	226.334
152.0000	224.553
153.0000	224.99
154.0000	227.894
155.0000	229.621
156.0000	228.8
157.0000	227.347
158.0000	227.233
159.0000	227.89
160.0000	227.462
161.0000	227.198
162.0000	232.197
163.0000	234.486
164.0000	234.353
165.0000	233.973
166.0000	232.234
167.0000	230.886
168.0000	232.232
169.0000	234.696
170.0000	234.853
171.0000	233.2
172.0000	232.767
173.0000	235.006
174.0000	233.882
175.0000	232.207
176.0000	231.762
177.0000	231.922
178.0000	234.657
179.0000	237.896
180.0000	236.692
181.0000	236.652
182.0000	239.978
183.0000	238.36
184.0000	237.131
185.0000	238.565
186.0000	238.164
187.0000	237.982
188.0000	240.212
189.0000	242.095
190.0000	241.406
191.0000	238.344
192.0000	238.79
193.0000	241.062
194.0000	240.544
195.0000	241.048
196.0000	240.615
197.0000	242.097
198.0000	244.529
199.0000	243.699
200.0000	242.024
201.0000	242.269
202.0000	244.074
203.0000	246.19
204.0000	245.572
205.0000	244.139
206.0000	243.015
207.0000	244.036
208.0000	246.558
209.0000	243.213
210.0000	240.748
