TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	22/08/25
TIME	17:17:31
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	0.5
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	1503.0000
NPOINTS	3007
FIRSTY	486.31091
MAXY	497.72772
MINY	-68.57753
XYDATA
0.0000	486.311
0.5000	486.275
1.0000	486.303
1.5000	486.355
2.0000	486.395
2.5000	486.377
3.0000	486.293
3.5000	486.286
4.0000	486.301
4.5000	486.267
5.0000	486.262
5.5000	486.243
6.0000	486.227
6.5000	486.237
7.0000	486.315
7.5000	486.336
8.0000	486.356
8.5000	486.405
9.0000	486.469
9.5000	486.476
10.0000	486.435
10.5000	486.498
11.0000	486.474
11.5000	486.497
12.0000	486.584
12.5000	486.53
13.0000	486.569
13.5000	486.585
14.0000	486.662
14.5000	486.738
15.0000	486.769
15.5000	486.834
16.0000	486.805
16.5000	486.843
17.0000	486.872
17.5000	486.912
18.0000	486.945
18.5000	480.179
19.0000	464.953
19.5000	431.763
20.0000	259.272
20.5000	-68.5775
21.0000	-39.2145
21.5000	-33.2009
22.0000	-31.1273
22.5000	-29.9014
23.0000	-29.2546
23.5000	-28.7461
24.0000	-28.2288
24.5000	-28.0307
25.0000	-27.8286
25.5000	-7.09694
26.0000	-22.5007
26.5000	-24.6588
27.0000	34.067
27.5000	252.985
28.0000	266.514
28.5000	271.155
29.0000	271.145
29.5000	266.025
30.0000	266.247
30.5000	266.314
31.0000	266.471
31.5000	266.675
32.0000	266.9
32.5000	267.094
33.0000	267.316
33.5000	267.513
34.0000	267.731
34.5000	267.973
35.0000	268.21
35.5000	268.534
36.0000	268.8
36.5000	269.07
37.0000	269.354
37.5000	269.549
38.0000	269.843
38.5000	270.105
39.0000	270.34
39.5000	270.672
40.0000	270.931
40.5000	271.196
41.0000	271.442
41.5000	271.618
42.0000	271.831
42.5000	272.082
43.0000	272.352
43.5000	272.623
44.0000	272.906
44.5000	273.163
45.0000	273.416
45.5000	273.682
46.0000	273.907
46.5000	274.128
47.0000	274.354
47.5000	274.583
48.0000	274.898
48.5000	275.164
49.0000	275.433
49.5000	275.7
50.0000	275.904
50.5000	276.154
51.0000	276.389
51.5000	276.622
52.0000	276.871
52.5000	277.099
53.0000	277.352
53.5000	277.636
54.0000	277.852
54.5000	278.112
55.0000	278.355
55.5000	278.597
56.0000	278.898
56.5000	279.145
57.0000	279.412
57.5000	279.687
58.0000	279.94
58.5000	280.236
59.0000	280.494
59.5000	280.739
60.0000	281.015
60.5000	281.265
61.0000	281.524
61.5000	281.741
62.0000	281.941
62.5000	282.177
63.0000	282.435
63.5000	282.709
64.0000	282.973
64.5000	283.207
65.0000	283.484
65.5000	283.71
66.0000	283.952
66.5000	284.218
67.0000	284.397
67.5000	284.646
68.0000	284.908
68.5000	285.18
69.0000	285.482
69.5000	285.739
70.0000	286.03
70.5000	286.285
71.0000	286.555
71.5000	286.837
72.0000	287.064
72.5000	287.333
73.0000	287.523
73.5000	287.812
74.0000	288.054
74.5000	288.303
75.0000	288.616
75.5000	288.84
76.0000	289.163
76.5000	289.372
77.0000	289.59
77.5000	289.884
78.0000	290.092
78.5000	290.36
79.0000	290.653
79.5000	290.894
80.0000	291.149
80.5000	291.413
81.0000	291.647
81.5000	291.863
82.0000	292.094
82.5000	292.331
83.0000	292.58
83.5000	292.83
84.0000	293.101
84.5000	293.344
85.0000	293.567
85.5000	293.839
86.0000	294.067
86.5000	294.319
87.0000	294.58
87.5000	294.83
88.0000	295.094
88.5000	295.342
89.0000	295.636
89.5000	295.852
90.0000	296.138
90.5000	296.445
91.0000	296.628
91.5000	296.872
92.0000	297.048
92.5000	297.267
93.0000	297.575
93.5000	297.852
94.0000	298.127
94.5000	298.372
95.0000	298.577
95.5000	298.84
96.0000	299.113
96.5000	299.38
97.0000	299.663
97.5000	299.901
98.0000	300.19
98.5000	300.438
99.0000	300.653
99.5000	300.852
100.0000	301.097
100.5000	301.293
101.0000	301.594
101.5000	301.852
102.0000	302.043
102.5000	302.355
103.0000	302.57
103.5000	302.782
