TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	22/04/19
TIME	19:28:11
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	0.5
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	1944.0000
NPOINTS	3889
FIRSTY	419.32019
MAXY	421.34268
MINY	-110.36031
XYDATA
0.0000	419.32
0.5000	419.311
1.0000	419.355
1.5000	419.438
2.0000	419.549
2.5000	419.655
3.0000	419.583
3.5000	419.595
4.0000	419.632
4.5000	419.638
5.0000	419.695
5.5000	419.686
6.0000	419.662
6.5000	419.699
7.0000	419.751
7.5000	419.803
8.0000	419.807
8.5000	419.8
9.0000	419.847
9.5000	419.894
10.0000	419.807
10.5000	419.877
11.0000	419.899
11.5000	419.823
12.0000	419.921
12.5000	419.856
13.0000	419.81
13.5000	419.978
14.0000	420.01
14.5000	420.044
15.0000	420.096
15.5000	420.088
16.0000	420.071
16.5000	420.143
17.0000	420.248
17.5000	420.219
18.0000	420.372
18.5000	420.466
19.0000	420.466
19.5000	420.538
20.0000	420.612
20.5000	420.608
21.0000	420.663
21.5000	420.687
22.0000	420.7
22.5000	420.786
23.0000	420.806
23.5000	420.952
24.0000	420.869
24.5000	420.911
25.0000	420.886
25.5000	420.799
26.0000	420.829
26.5000	420.806
27.0000	420.848
27.5000	420.857
28.0000	420.86
28.5000	420.824
29.0000	420.903
29.5000	420.993
30.0000	421.051
30.5000	421.121
31.0000	421.145
31.5000	421.06
32.0000	421.09
32.5000	421.07
33.0000	421.076
33.5000	421.135
34.0000	421.284
34.5000	421.3
35.0000	421.279
35.5000	421.343
36.0000	421.229
36.5000	421.239
37.0000	421.233
37.5000	421.216
38.0000	421.143
38.5000	421.099
39.0000	421.089
39.5000	421.081
40.0000	421.099
40.5000	421.133
41.0000	421.212
41.5000	421.215
42.0000	421.267
42.5000	420.122
43.0000	404.174
43.5000	382.245
44.0000	327.438
44.5000	-110.36
45.0000	-56.4226
45.5000	-35.9182
46.0000	-31.4505
46.5000	-29.812
47.0000	-28.809
47.5000	-27.9021
48.0000	-27.2432
48.5000	-26.8158
49.0000	-26.3415
49.5000	-26.0884
50.0000	-25.83
50.5000	116.649
51.0000	102.953
51.5000	94.7218
52.0000	91.2203
52.5000	81.1539
53.0000	77.0766
53.5000	76.7979
54.0000	76.7064
54.5000	76.6428
55.0000	76.6105
55.5000	76.5857
56.0000	76.5609
56.5000	76.5631
57.0000	76.5596
57.5000	76.5586
58.0000	76.6285
58.5000	76.6289
59.0000	76.6266
59.5000	76.6554
60.0000	76.6306
60.5000	76.6503
61.0000	76.6663
61.5000	76.6554
62.0000	76.6738
62.5000	76.6373
63.0000	76.5998
63.5000	76.556
64.0000	76.5321
64.5000	76.5767
65.0000	76.6264
65.5000	76.6959
66.0000	76.7291
66.5000	76.765
67.0000	76.7969
67.5000	76.8181
68.0000	76.8531
68.5000	76.8847
69.0000	76.9107
69.5000	76.9489
70.0000	76.9593
70.5000	76.9589
71.0000	77.0052
71.5000	77.0126
72.0000	77.0698
72.5000	77.1316
73.0000	77.1925
73.5000	77.2684
74.0000	77.3279
74.5000	77.377
75.0000	77.421
75.5000	77.4607
76.0000	77.4815
76.5000	77.5064
77.0000	77.5501
77.5000	77.5638
78.0000	77.6077
78.5000	77.6673
79.0000	77.6668
79.5000	77.7118
80.0000	77.7026
80.5000	77.6927
81.0000	77.6934
81.5000	77.6879
82.0000	77.6928
82.5000	77.7243
83.0000	77.7271
83.5000	77.7426
84.0000	77.751
84.5000	77.7251
85.0000	77.7563
85.5000	77.7947
86.0000	77.8403
86.5000	77.902
87.0000	77.9531
87.5000	77.9993
88.0000	78.0767
88.5000	78.1243
89.0000	78.2056
89.5000	78.2928
90.0000	78.3582
90.5000	78.4063
91.0000	78.4547
91.5000	78.4651
92.0000	78.4788
92.5000	78.5352
93.0000	78.5373
93.5000	78.572
94.0000	78.6032
94.5000	78.6243
95.0000	78.6528
95.5000	78.6839
96.0000	78.7009
96.5000	78.7307
97.0000	78.7506
97.5000	78.7731
98.0000	78.8248
98.5000	78.8557
99.0000	78.9159
