TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	21/10/27
TIME	17:16:49
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	2154.0000
NPOINTS	2155
FIRSTY	490.72733
MAXY	495.28189
MINY	-288.97528
XYDATA
0.0000	490.727
1.0000	483.146
2.0000	480.519
3.0000	484.43
4.0000	484.659
5.0000	477.172
6.0000	480.977
7.0000	483.498
8.0000	481.449
9.0000	478.783
10.0000	473.783
11.0000	475.365
12.0000	478.406
13.0000	479.488
14.0000	481.209
15.0000	481.417
16.0000	482.212
17.0000	479.905
18.0000	481.438
19.0000	484.633
20.0000	483.387
21.0000	482.54
22.0000	480.821
23.0000	479.965
24.0000	479.201
25.0000	479.844
26.0000	479.719
27.0000	479.782
28.0000	482.588
29.0000	481.944
30.0000	482.297
31.0000	482.466
32.0000	479.692
33.0000	479.77
34.0000	476.865
35.0000	481.099
36.0000	483.627
37.0000	482.092
38.0000	484.097
39.0000	482.326
40.0000	483.282
41.0000	485.28
42.0000	488.392
43.0000	490.615
44.0000	488.117
45.0000	486.634
46.0000	483.894
47.0000	480.583
48.0000	482.05
49.0000	482.777
50.0000	483.547
51.0000	484.168
52.0000	484.961
53.0000	487.067
54.0000	486.704
55.0000	485.501
56.0000	483.831
57.0000	484.681
58.0000	487.854
59.0000	488.588
60.0000	486.103
61.0000	487.812
62.0000	489.988
63.0000	485.238
64.0000	485.143
65.0000	486.84
66.0000	488.816
67.0000	489.003
68.0000	487.374
69.0000	485.216
70.0000	485.697
71.0000	488.709
72.0000	488.151
73.0000	488.277
74.0000	490.525
75.0000	489.232
76.0000	484.343
77.0000	486.572
78.0000	487.404
79.0000	486.911
80.0000	492.667
81.0000	492.192
82.0000	488.558
83.0000	490.423
84.0000	489.703
85.0000	486.185
86.0000	484.063
87.0000	483.399
88.0000	487.148
89.0000	492.088
90.0000	489.26
91.0000	486.141
92.0000	488.044
93.0000	491.974
94.0000	489.973
95.0000	487.868
96.0000	485.238
97.0000	483.128
98.0000	487.473
99.0000	488.668
100.0000	491.279
101.0000	491.44
102.0000	489.066
103.0000	487.77
104.0000	489.464
105.0000	492.102
106.0000	490.931
107.0000	491.013
108.0000	489.032
109.0000	489.127
110.0000	491.128
111.0000	490.777
112.0000	490.584
113.0000	487.12
114.0000	484.744
115.0000	486.394
116.0000	486.865
117.0000	488.497
118.0000	486.988
119.0000	486.646
120.0000	491.236
121.0000	491.028
122.0000	487.758
123.0000	488.79
124.0000	490.643
125.0000	490.14
126.0000	492.531
127.0000	492.922
128.0000	491.371
129.0000	488.447
130.0000	488.609
131.0000	492.95
132.0000	493.721
133.0000	494.676
134.0000	495.282
135.0000	491.665
136.0000	489.102
137.0000	490.429
138.0000	491.833
139.0000	489.05
140.0000	491.555
141.0000	473.054
142.0000	347.361
143.0000	-288.975
144.0000	-215.066
145.0000	-204.188
146.0000	381.838
147.0000	230.902
148.0000	190.463
149.0000	189.436
150.0000	191.153
151.0000	191.361
152.0000	189.104
153.0000	188.469
154.0000	187.749
155.0000	190.015
156.0000	194.77
157.0000	194.489
158.0000	191.887
159.0000	189.041
160.0000	188.745
161.0000	192.125
162.0000	195.919
163.0000	191.962
164.0000	188.29
165.0000	188.563
166.0000	187.685
167.0000	189.873
168.0000	191.886
169.0000	190.983
170.0000	190.16
171.0000	189.796
172.0000	191.258
173.0000	194.055
174.0000	192.586
175.0000	189.81
176.0000	189.877
177.0000	189.977
178.0000	189.64
179.0000	192.297
180.0000	192.432
181.0000	190.374
182.0000	190.263
183.0000	188.993
184.0000	188.287
185.0000	189.658
186.0000	192.314
187.0000	191.524
188.0000	188.831
189.0000	187.414
190.0000	190.242
191.0000	193.686
192.0000	193.218
193.0000	192.203
194.0000	189.884
195.0000	190.65
196.0000	193.317
197.0000	193.536
198.0000	190.102
199.0000	188.198
200.0000	191.63
201.0000	191.026
202.0000	189.331
203.0000	191.911
204.0000	194.069
205.0000	193.671
206.0000	192.517
207.0000	192.527
208.0000	191.969
209.0000	189.776
210.0000	189.31
