TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	22/08/24
TIME	15:50:06
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	0.5
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	1700.5000
NPOINTS	3402
FIRSTY	320.21136
MAXY	370.68857
MINY	-69.96680
XYDATA
0.0000	320.211
0.5000	320.222
1.0000	320.186
1.5000	320.133
2.0000	320.078
2.5000	320.033
3.0000	320.078
3.5000	320.097
4.0000	320.117
4.5000	320.051
5.0000	319.99
5.5000	319.936
6.0000	319.869
6.5000	319.954
7.0000	319.937
7.5000	319.916
8.0000	319.953
8.5000	319.858
9.0000	319.869
9.5000	319.898
10.0000	319.857
10.5000	319.84
11.0000	319.747
11.5000	319.679
12.0000	319.701
12.5000	319.703
13.0000	319.756
13.5000	319.78
14.0000	319.695
14.5000	319.663
15.0000	319.649
15.5000	319.665
16.0000	319.698
16.5000	319.694
17.0000	319.684
17.5000	319.652
18.0000	319.634
18.5000	319.6
19.0000	319.548
19.5000	319.564
20.0000	319.545
20.5000	319.557
21.0000	319.535
21.5000	319.438
22.0000	319.436
22.5000	319.427
23.0000	319.483
23.5000	319.507
24.0000	319.512
24.5000	319.48
25.0000	319.397
25.5000	319.441
26.0000	319.369
26.5000	319.358
27.0000	319.319
27.5000	319.278
28.0000	319.288
28.5000	319.237
29.0000	319.277
29.5000	319.233
30.0000	319.199
30.5000	319.212
31.0000	319.205
31.5000	319.187
32.0000	319.194
32.5000	319.188
33.0000	319.187
33.5000	319.191
34.0000	319.183
34.5000	319.172
35.0000	319.13
35.5000	319.08
36.0000	319.05
36.5000	319.036
37.0000	319.038
37.5000	319.037
38.0000	319.031
38.5000	319.04
39.0000	319.013
39.5000	319.007
40.0000	319.004
40.5000	318.97
41.0000	318.953
41.5000	318.92
42.0000	318.897
42.5000	318.846
43.0000	318.877
43.5000	318.887
44.0000	318.905
44.5000	318.952
45.0000	318.879
45.5000	318.851
46.0000	318.821
46.5000	318.824
47.0000	318.8
47.5000	318.816
48.0000	318.879
48.5000	318.847
49.0000	318.887
49.5000	318.881
50.0000	311.433
50.5000	299.645
51.0000	274.406
51.5000	137.087
52.0000	-69.9668
52.5000	-39.8843
53.0000	-33.9877
53.5000	-31.8857
54.0000	-30.7772
54.5000	-30.1335
55.0000	-29.5628
55.5000	-29.222
56.0000	-28.8871
56.5000	-28.5747
57.0000	-28.3554
57.5000	-27.8815
58.0000	-27.8659
58.5000	-27.7175
59.0000	203.721
59.5000	184.496
60.0000	179.341
60.5000	177.008
61.0000	162.684
61.5000	162.208
62.0000	162.293
62.5000	162.514
63.0000	162.785
63.5000	163.085
64.0000	163.373
64.5000	163.643
65.0000	163.946
65.5000	164.227
66.0000	164.519
66.5000	164.839
67.0000	165.12
67.5000	165.408
68.0000	165.708
68.5000	165.951
69.0000	166.22
69.5000	166.503
70.0000	166.799
70.5000	167.109
71.0000	167.398
71.5000	167.689
72.0000	167.975
72.5000	168.249
73.0000	168.54
73.5000	168.819
74.0000	169.077
74.5000	169.362
75.0000	169.634
75.5000	169.906
76.0000	170.204
76.5000	170.473
77.0000	170.722
77.5000	171.001
78.0000	171.268
78.5000	171.549
79.0000	171.856
79.5000	172.14
80.0000	172.42
80.5000	172.676
81.0000	172.93
81.5000	173.195
82.0000	173.434
82.5000	173.742
83.0000	174.028
83.5000	174.267
84.0000	174.566
84.5000	174.799
85.0000	175.036
85.5000	175.32
86.0000	175.565
86.5000	175.833
87.0000	176.104
87.5000	176.351
88.0000	176.584
88.5000	176.84
89.0000	177.086
89.5000	177.34
90.0000	177.609
90.5000	177.882
91.0000	178.143
91.5000	178.379
92.0000	178.632
92.5000	178.86
93.0000	179.113
93.5000	179.388
94.0000	179.654
94.5000	179.898
95.0000	180.135
95.5000	180.399
96.0000	180.632
96.5000	180.886
97.0000	181.151
97.5000	181.366
98.0000	181.62
98.5000	181.889
99.0000	182.144
99.5000	182.403
100.0000	182.651
100.5000	182.875
101.0000	183.131
101.5000	183.396
102.0000	183.66
102.5000	183.891
103.0000	184.11
103.5000	184.367
