TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	22/08/25
TIME	12:02:36
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	0.5
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	2000.0000
NPOINTS	4001
FIRSTY	576.23340
MAXY	677.29443
MINY	-84.20966
XYDATA
0.0000	576.233
0.5000	576.319
1.0000	576.27
1.5000	576.268
2.0000	576.258
2.5000	576.208
3.0000	576.165
3.5000	576.145
4.0000	576.127
4.5000	576.079
5.0000	576.172
5.5000	576.197
6.0000	576.119
6.5000	576.124
7.0000	576.041
7.5000	575.961
8.0000	575.966
8.5000	575.909
9.0000	575.976
9.5000	576.01
10.0000	576.065
10.5000	576.078
11.0000	575.945
11.5000	575.923
12.0000	575.795
12.5000	575.815
13.0000	575.79
13.5000	575.818
14.0000	575.823
14.5000	575.811
15.0000	575.813
15.5000	575.709
16.0000	575.71
16.5000	575.704
17.0000	575.68
17.5000	575.729
18.0000	577.357
18.5000	565.62
19.0000	545.201
19.5000	487.656
20.0000	-84.2097
20.5000	-48.2293
21.0000	-34.9336
21.5000	-31.6101
22.0000	-30.1204
22.5000	-29.5042
23.0000	-28.8695
23.5000	-28.5399
24.0000	-28.2443
24.5000	-28.0195
25.0000	-27.8545
25.5000	-27.6427
26.0000	-27.4495
26.5000	-26.3014
27.0000	344.34
27.5000	342.45
28.0000	342.341
28.5000	342.253
29.0000	324.39
29.5000	324.953
30.0000	325.293
30.5000	325.726
31.0000	326.154
31.5000	326.621
32.0000	327.041
32.5000	327.486
33.0000	327.932
33.5000	328.386
34.0000	328.846
34.5000	329.308
35.0000	329.796
35.5000	330.286
36.0000	330.796
36.5000	331.26
37.0000	331.777
37.5000	332.229
38.0000	332.694
38.5000	333.233
39.0000	333.696
39.5000	334.188
40.0000	334.667
40.5000	335.135
41.0000	335.597
41.5000	336.074
42.0000	336.571
42.5000	337.037
43.0000	337.497
43.5000	337.983
44.0000	338.471
44.5000	338.932
45.0000	339.446
45.5000	339.921
46.0000	340.384
46.5000	340.896
47.0000	341.378
47.5000	341.863
48.0000	342.334
48.5000	342.768
49.0000	343.209
49.5000	343.712
50.0000	344.202
50.5000	344.711
51.0000	345.227
51.5000	345.671
52.0000	346.126
52.5000	346.551
53.0000	346.983
53.5000	347.46
54.0000	347.914
54.5000	348.415
55.0000	348.886
55.5000	349.32
56.0000	349.771
56.5000	350.264
57.0000	350.748
57.5000	351.26
58.0000	351.795
58.5000	352.278
59.0000	352.712
59.5000	353.182
60.0000	353.643
60.5000	354.091
61.0000	354.658
61.5000	355.124
62.0000	355.533
62.5000	355.954
63.0000	356.347
63.5000	356.817
64.0000	357.366
64.5000	357.839
65.0000	358.273
65.5000	358.697
66.0000	359.123
66.5000	359.611
67.0000	360.089
67.5000	360.552
68.0000	361.049
68.5000	361.522
69.0000	362.001
69.5000	362.457
70.0000	362.854
70.5000	363.289
71.0000	363.742
71.5000	364.164
72.0000	364.601
72.5000	365.037
73.0000	365.506
73.5000	366.026
74.0000	366.499
74.5000	366.975
75.0000	367.382
75.5000	367.795
76.0000	368.241
76.5000	368.694
77.0000	369.187
77.5000	369.646
78.0000	370.07
78.5000	370.531
79.0000	370.947
79.5000	371.394
80.0000	371.881
80.5000	372.299
81.0000	372.744
81.5000	373.21
82.0000	373.702
82.5000	374.16
83.0000	374.663
83.5000	375.128
84.0000	375.546
84.5000	376.026
85.0000	376.415
85.5000	376.928
86.0000	377.42
86.5000	377.793
87.0000	378.245
87.5000	378.59
88.0000	378.941
88.5000	379.413
89.0000	379.913
89.5000	380.384
90.0000	380.853
90.5000	381.323
91.0000	381.722
91.5000	382.157
92.0000	382.592
92.5000	383.001
93.0000	383.428
93.5000	383.84
94.0000	384.245
94.5000	384.65
95.0000	385.05
95.5000	385.519
96.0000	385.981
96.5000	386.385
97.0000	386.858
97.5000	387.27
98.0000	387.738
98.5000	388.209
99.0000	388.653
99.5000	389.049
100.0000	389.484
100.5000	389.929
101.0000	390.328
101.5000	390.779
102.0000	391.174
102.5000	391.581
103.0000	392.012
103.5000	392.46
