TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	21/10/29
TIME	14:00:13
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	1521.0000
NPOINTS	1522
FIRSTY	372.33466
MAXY	427.42651
MINY	-282.13101
XYDATA
0.0000	372.335
1.0000	373.337
2.0000	374.754
3.0000	376.198
4.0000	374.702
5.0000	372.1
6.0000	372.808
7.0000	375.363
8.0000	373.989
9.0000	372.796
10.0000	375.412
11.0000	373.648
12.0000	372.32
13.0000	374.984
14.0000	371.133
15.0000	368.842
16.0000	371.583
17.0000	371.275
18.0000	370.724
19.0000	372.58
20.0000	375.263
21.0000	377.452
22.0000	375.414
23.0000	372.653
24.0000	371.33
25.0000	373.418
26.0000	371.42
27.0000	369.362
28.0000	369.949
29.0000	367.705
30.0000	371.895
31.0000	375.825
32.0000	374.037
33.0000	374.695
34.0000	376.009
35.0000	376.021
36.0000	373.641
37.0000	371.457
38.0000	374.235
39.0000	376.723
40.0000	375.862
41.0000	373.815
42.0000	371.288
43.0000	371.805
44.0000	374.409
45.0000	372.879
46.0000	371.761
47.0000	372.257
48.0000	373.692
49.0000	377.142
50.0000	378.694
51.0000	373.945
52.0000	370.009
53.0000	373.247
54.0000	374.241
55.0000	372.476
56.0000	372.55
57.0000	371.952
58.0000	372.795
59.0000	372.026
60.0000	348.486
61.0000	226.892
62.0000	-282.131
63.0000	-214.995
64.0000	-204.22
65.0000	-17.9253
66.0000	236.275
67.0000	212.845
68.0000	188.029
69.0000	188.15
70.0000	187.456
71.0000	186.465
72.0000	189.795
73.0000	191.567
74.0000	192.659
75.0000	193.839
76.0000	194.59
77.0000	195.52
78.0000	196.905
79.0000	199.796
80.0000	200.179
81.0000	199.788
82.0000	201.612
83.0000	204.529
84.0000	205.348
85.0000	205.763
86.0000	210.147
87.0000	213.089
88.0000	213.182
89.0000	211.254
90.0000	209.878
91.0000	211.935
92.0000	212.163
93.0000	212.868
94.0000	216.7
95.0000	218.015
96.0000	218.438
97.0000	220.543
98.0000	224.121
99.0000	224.19
100.0000	222.604
101.0000	225.288
102.0000	227.182
103.0000	226.8
104.0000	228.495
105.0000	230.881
106.0000	231.373
107.0000	230.9
108.0000	232.154
109.0000	233.701
110.0000	233.704
111.0000	231.759
112.0000	233.393
113.0000	236.167
114.0000	238.538
115.0000	240.779
116.0000	238.611
117.0000	238.784
118.0000	239.43
119.0000	242.177
120.0000	244.904
121.0000	245.849
122.0000	246.001
123.0000	245.081
124.0000	247.347
125.0000	250.969
126.0000	250.659
127.0000	248.377
128.0000	250.365
129.0000	251.628
130.0000	250.528
131.0000	251.437
132.0000	253.249
133.0000	255.859
134.0000	256.754
135.0000	257.382
136.0000	258.994
137.0000	259.113
138.0000	259.834
139.0000	260.048
140.0000	261.551
141.0000	262.097
142.0000	260.837
143.0000	263.503
144.0000	263.567
145.0000	263.097
146.0000	264.941
147.0000	264.567
148.0000	265.798
149.0000	266.376
150.0000	265.344
151.0000	270.016
152.0000	272.243
153.0000	270.213
154.0000	271.114
155.0000	271.942
156.0000	275.377
157.0000	275.005
158.0000	273.59
159.0000	277.329
160.0000	278.456
161.0000	279.979
162.0000	280.107
163.0000	278.414
164.0000	279.591
165.0000	283.512
166.0000	284.443
167.0000	285.637
168.0000	285.51
169.0000	281.083
170.0000	283.892
171.0000	288.208
172.0000	289.323
173.0000	290.475
174.0000	291.416
175.0000	293.367
176.0000	293.59
177.0000	292.308
178.0000	292.363
179.0000	290.685
180.0000	291.811
181.0000	295.626
182.0000	296.665
183.0000	297.517
184.0000	296.964
185.0000	296.848
186.0000	296.777
187.0000	297.93
188.0000	300.17
189.0000	300.877
190.0000	302.066
191.0000	304.031
192.0000	304.819
193.0000	305.084
194.0000	304.534
195.0000	304.534
196.0000	304.514
197.0000	304.907
198.0000	306.738
199.0000	306.32
200.0000	304.579
201.0000	308.298
202.0000	309.961
203.0000	307.171
204.0000	308.645
205.0000	310.446
206.0000	311.844
207.0000	312.323
208.0000	315.083
209.0000	314.178
210.0000	312.727
