TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	21/10/29
TIME	15:04:42
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	1
XUNITS	SEC
YUNITS	INTENSITY
FIRSTX	0.0000
LASTX	1256.0000
NPOINTS	1257
FIRSTY	345.56064
MAXY	353.45770
MINY	-359.42175
XYDATA
0.0000	345.561
1.0000	347.477
2.0000	348.69
3.0000	353.458
4.0000	352.874
5.0000	350.036
6.0000	351.738
7.0000	349.116
8.0000	345.706
9.0000	345.528
10.0000	349.919
11.0000	349.209
12.0000	344.821
13.0000	347.498
14.0000	349.199
15.0000	345.569
16.0000	347.869
17.0000	349.161
18.0000	345.925
19.0000	344.013
20.0000	345.089
21.0000	350.684
22.0000	351.179
23.0000	346.255
24.0000	344.048
25.0000	344.871
26.0000	346.16
27.0000	345.766
28.0000	345.137
29.0000	349.124
30.0000	349.861
31.0000	344.903
32.0000	345.03
33.0000	342.769
34.0000	338.978
35.0000	343.855
36.0000	344.535
37.0000	342.741
38.0000	344.955
39.0000	345.438
40.0000	342.032
41.0000	342.333
42.0000	346.031
43.0000	345.289
44.0000	343.079
45.0000	344.382
46.0000	346.766
47.0000	345.915
48.0000	345.497
49.0000	345.425
50.0000	345.543
51.0000	345.784
52.0000	347.341
53.0000	345.931
54.0000	343.242
55.0000	342.868
56.0000	341.431
57.0000	344.371
58.0000	345.09
59.0000	345.018
60.0000	346.248
61.0000	345.619
62.0000	346.327
63.0000	341.5
64.0000	297.092
65.0000	-359.422
66.0000	-232.539
67.0000	-208.768
68.0000	-155.418
69.0000	212.072
70.0000	193.398
71.0000	162.842
72.0000	166.813
73.0000	172.063
74.0000	175.082
75.0000	179.099
76.0000	181.494
77.0000	184.698
78.0000	189.109
79.0000	193.506
80.0000	198.147
81.0000	201.631
82.0000	207.791
83.0000	209.736
84.0000	207.606
85.0000	210.964
86.0000	215.305
87.0000	218.559
88.0000	222.706
89.0000	224.839
90.0000	227.187
91.0000	231.192
92.0000	233.953
93.0000	237.625
94.0000	240.877
95.0000	241.728
96.0000	241.772
97.0000	246.18
98.0000	252.127
99.0000	251.424
100.0000	254.813
101.0000	260.1
102.0000	261.415
103.0000	260.744
104.0000	262.176
105.0000	264.687
106.0000	266.398
107.0000	267.091
108.0000	267.938
109.0000	269.451
110.0000	268.586
111.0000	267.141
112.0000	270.788
113.0000	276.109
114.0000	277.38
115.0000	276.942
116.0000	276.515
117.0000	279.798
118.0000	281.351
119.0000	282.02
120.0000	284.742
121.0000	280.747
122.0000	277.004
123.0000	280.46
124.0000	281.602
125.0000	284.54
126.0000	285.649
127.0000	283.865
128.0000	288.578
129.0000	290.347
130.0000	289.805
131.0000	290.893
132.0000	290.106
133.0000	288.884
134.0000	289.646
135.0000	289.999
136.0000	292.255
137.0000	293.312
138.0000	291.939
139.0000	294.787
140.0000	296.079
141.0000	295.27
142.0000	295.394
143.0000	294.985
144.0000	297.325
145.0000	299.642
146.0000	299.532
147.0000	299.055
148.0000	298.811
149.0000	299.734
150.0000	298.028
151.0000	294.401
152.0000	291.972
153.0000	297.162
154.0000	302.998
155.0000	301.626
156.0000	303.034
157.0000	304.837
158.0000	302.928
159.0000	302.192
160.0000	303.481
161.0000	308.269
162.0000	311.164
163.0000	306.866
164.0000	303.075
165.0000	301.319
166.0000	303.379
167.0000	306.484
168.0000	306.183
169.0000	306.705
170.0000	305.855
171.0000	306.096
172.0000	306.594
173.0000	304.562
174.0000	306.127
175.0000	307.144
176.0000	306.862
177.0000	306.331
178.0000	307.154
179.0000	310.484
180.0000	311.93
181.0000	312.623
182.0000	312.17
183.0000	310.242
184.0000	309.71
185.0000	310.65
186.0000	312.15
187.0000	311.468
188.0000	307.914
189.0000	306.71
190.0000	309.855
191.0000	313.644
192.0000	312.396
193.0000	312.891
194.0000	313.884
195.0000	309.222
196.0000	306.701
197.0000	311.093
198.0000	311.307
199.0000	311.538
200.0000	312.511
201.0000	311.906
202.0000	313.584
203.0000	311.351
204.0000	311.186
205.0000	313.827
206.0000	314.095
207.0000	313.611
208.0000	312.613
209.0000	312.794
210.0000	310.498
